#
#
#
#
# Classifications: accessor | constructor | derives | grandfathered | helper | loader | predicate
# One row per public function in the physics and materials substrate that does NOT carry a
# The derives-coverage baseline (scripts/derives_gate.py).
# `// @derives:` marker, with what it is instead. A function that DOES carry a marker needs no row:
# `grandfathered` means the function predates the gate and nobody has classified it yet. It is not a
# a marker instead of a row.
# claim that the function does not derive; it is an admission that no one has looked. Classify it
# file	function	classification	reason
# properly when the function is next touched, and if it turns out to derive a world quantity, give it
# the gate reads the marker directly, so the registry and this baseline cannot disagree.
crates/materials/src/band_gap.rs	eigenvalue_provenance	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/band_gap.rs	gap_eigenvalue_provenance	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/band_gap.rs	ln_thermal_carrier_activation	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/band_gap.rs	two_kb_ev_per_k	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/conductivity.rs	bruggeman_residual	helper	the Bruggeman residual function the bisection solves; pure arithmetic with no world quantity of its own
crates/materials/src/conductivity.rs	estimator_anchor_298	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/conductivity.rs	fmt	helper	a Display impl
crates/materials/src/conductivity.rs	hofmeister_reference_temperature_k	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/conductivity.rs	lattice_exponent_for_cell	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/conductivity.rs	rung_disagreement_ratio	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/conductivity.rs	solve_bruggeman	helper	the fixed-point bisection that finds the residual's root; the numerical method, not the quantity
crates/materials/src/contract.rs	dispose	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/contract.rs	is_valid	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/contract.rs	preflight	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/contract.rs	propose	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/contract.rs	quench	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/correlation.rs	calibrate	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/correlation.rs	classify	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/correlation.rs	classify_rho	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/correlation.rs	correlated_cation	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/correlation.rs	identify_correlated_pair	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/correlation.rs	rho	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/correlation.rs	route	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/correlation.rs	route_of_class	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/correlation.rs	separation_ratio	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/creep.rs	creep_dominant_regime	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/creep.rs	creep_ln_reference_rate	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/creep.rs	creep_regime_log_rate	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/creep.rs	creep_selection_gap	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/creep.rs	creep_total_log_rate	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/creep.rs	lmul	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/creep.rs	ln_boltzmann	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/creep.rs	ln_ten	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/creep.rs	logsumexp_canonical	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/definition.rs	admits_koopmans_gated	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/definition.rs	compound_generation_consistent	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/definition.rs	require_koopmans_gated	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/differentiation.rs	buoyancy_fallback	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/differentiation.rs	crust_and_mantle	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/differentiation.rs	differentiate	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/differentiation.rs	floats_to_crust	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/differentiation.rs	parse_formula	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/differentiation.rs	partial_melt_crust_and_mantle	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/differentiation.rs	phase_set_composition	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/differentiation.rs	species_elements	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/disk_composition.rs	draw	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/disk_composition.rs	draw_alpha_fe	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/disk_composition.rs	draw_fe_h	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/disk_composition.rs	from_mdf	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/disk_composition.rs	from_pattern	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/disk_composition.rs	label	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/disk_composition.rs	label	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/disk_composition.rs	link_slot_key	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/disk_composition.rs	local_disk	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/disk_composition.rs	local_disk_solar_pin	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/disk_composition.rs	metallicity_ratio_to_solar	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/disk_composition.rs	mirror	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/disk_composition.rs	pattern	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/disk_composition.rs	ten_pow	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/disk_composition.rs	thick_branch_alpha	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/disk_composition.rs	thick_disk_fraction	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/electronic.rs	avogadro_per_nm3_fold	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/electronic.rs	carrier_density	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/electronic.rs	carrier_density_per_nm3	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/electronic.rs	conductivity	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/electronic.rs	density	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/electronic.rs	drude_conductivity_fold	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/electronic.rs	drude_conductivity_from_tau	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/electronic.rs	drude_conductivity_s_per_m	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/electronic.rs	drude_scattering_time_fs	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/electronic.rs	new	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/electronic.rs	plasma_energy	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/electronic.rs	plasma_energy_ev	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/electronic.rs	plasma_energy_fold	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/electronic.rs	scattering_time_fold_fs_k	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/equilibrium_condensation.rs	amounts_at	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/equilibrium_condensation.rs	coeff	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/equilibrium_condensation.rs	condensed_active_set	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/equilibrium_condensation.rs	condensed_amounts	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/equilibrium_condensation.rs	fixed_to_bigrat	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/equilibrium_condensation.rs	gas_equilibrium	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/equilibrium_condensation.rs	janaf_g_over_rt	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/equilibrium_condensation.rs	mass_sums	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/equilibrium_condensation.rs	max_exp_argument	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/equilibrium_condensation.rs	reference_basis	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/equilibrium_condensation.rs	reference_seed	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/equilibrium_condensation.rs	saturation_index	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/equilibrium_condensation.rs	scaled_residual_norm	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/equilibrium_condensation.rs	scaled_residual_norm_bigrat	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/equilibrium_condensation.rs	solve_amounts	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/equilibrium_condensation.rs	solve_dense	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/equilibrium_condensation.rs	solve_newton_exact	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/freezer.rs	attempt_frequency_per_ps	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/freezer.rs	barrier	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/freezer.rs	debye_melting_point	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/freezer.rs	diffusion_barrier	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/freezer.rs	homologous_temperature	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/freezer.rs	kb_fold_gpa_angstrom3_to_kelvin	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/freezer.rs	lindemann_numeric_factor	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/freezer.rs	melting_point	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/freezer.rs	new	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/freezer.rs	self_diffusivity	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/grain_opacity.rs	composite_density_g_cm3	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/grain_opacity.rs	constituent_index	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/grain_opacity.rs	disk_total_rosseland_opacity	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/grain_opacity.rs	effective_index	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/grain_opacity.rs	grain_gas_dominance_ratio	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/grain_opacity.rs	index	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/grain_opacity.rs	monochromatic_opacity	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/grain_opacity.rs	new	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/grain_opacity.rs	rosseland_opacity	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/harrison.rs	bond_covalency	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/harrison.rs	bond_magnitude	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/harrison.rs	bond_orbital_average_gap_ev	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/harrison.rs	bond_polarity	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/harrison.rs	covalent_coefficient	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/harrison.rs	covalent_energy_v2	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/harrison.rs	covalent_stretch_force_constant_gated	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/harrison.rs	eta	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/harrison.rs	harrison_prefactor_ev_angstrom2	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/harrison.rs	polar_energy_v3	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/harrison.rs	two_center_matrix_element	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/localized.rs	localized_energy	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/localized.rs	new	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/log.rs	authored_draw_count	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/log.rs	is_empty	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/log.rs	len	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/log.rs	near_degenerate_count	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/log.rs	new	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/log.rs	record	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/log.rs	records	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/log.rs	records_for	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/log.rs	trivial_count	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/magnetism.rs	d_electron_count_3d	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/magnetism.rs	griffith_octahedral_coeffs	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/magnetism.rs	hund_local_moment	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/magnetism.rs	hund_unpaired_count	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/magnetism.rs	low_spin_unpaired_count	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/magnetism.rs	octahedral_spin_decision	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/magnetism.rs	octahedral_spin_moment	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/magnetism.rs	spin_only_moment_bohr	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/memo.rs	get	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/memo.rs	get_or_insert_with	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/memo.rs	insert	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/memo.rs	is_empty	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/memo.rs	iter	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/memo.rs	len	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/memo.rs	new	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/metallic.rs	band_fraction	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/metallic.rs	cohesive_energy	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/metallic.rs	cohesive_energy_at_volume	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/metallic.rs	metallic_energy	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/metallic.rs	new	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/metallic.rs	rose_ratio	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/nucleation.rs	avrami_grain_size	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/nucleation.rs	critical_atom_count	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/nucleation.rs	critical_radius_over_spacing	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/nucleation.rs	four_pi_over_three	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/nucleation.rs	interfacial_energy	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/nucleation.rs	interfacial_energy	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/nucleation.rs	new	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/nucleation.rs	nucleation_prefactor	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/nucleation.rs	nucleation_rate	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/nucleation.rs	reduced_driving_force	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/nucleation.rs	reduced_interfacial_energy	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/nucleation.rs	reduced_nucleation_barrier	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/nucleation.rs	richards_ratio	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/nucleation.rs	richards_ratio	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/nucleation.rs	sixteen_pi_over_three	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/nucleation.rs	three_pi	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/nucleation.rs	turnbull_energy_fold	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/nucleation.rs	zeldovich_factor	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/opacity_registry.rs	abs_diff	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/opacity_registry.rs	abs_log_ratio	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/opacity_registry.rs	classify	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/opacity_registry.rs	composition_distance	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/opacity_registry.rs	feed_content	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/opacity_registry.rs	grid	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/opacity_registry.rs	is_empty	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/opacity_registry.rs	len	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/opacity_registry.rs	new	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/opacity_registry.rs	select	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/opacity_registry.rs	selection_resolution	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/opacity_registry.rs	standard	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/optics.rs	broadened_step_response	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/optics.rs	falls_in_observer_window	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/optics.rs	feature_response_at	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/optics.rs	hbar_ev_fs	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/optics.rs	kb_ev_per_k	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/optics.rs	lifetime_broadening_width_ev	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/optics.rs	lorentzian_response	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/optics.rs	marcus_hush_width_ev	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/optics.rs	optical_energies	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/optics.rs	thermal_broadening_width_ev	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/properties.rs	chen_tse_hardness_gpa	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/properties.rs	debye_fold	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/properties.rs	debye_function	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/properties.rs	debye_heat_capacity_j_per_mol_k	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/properties.rs	debye_integrand	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/properties.rs	debye_temperature	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/properties.rs	debye_temperature_shear_aware	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/properties.rs	debye_velocity_km_per_s	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/properties.rs	density	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/properties.rs	fmt	helper	Display formatter for ExpansivityRefusal; renders a refusal, derives nothing
crates/materials/src/properties.rs	gas_constant_j_per_mol_k	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/properties.rs	grain_boundary_energy	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/properties.rs	grain_boundary_energy_j_per_m2	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/properties.rs	hardness	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/properties.rs	heat_capacity	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/properties.rs	lattice_thermal_conductivity	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/properties.rs	linear_thermal_expansion	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/properties.rs	linear_thermal_expansion_per_k	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/properties.rs	new	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/properties.rs	operative_shear_strength	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/properties.rs	operative_shear_strength_gpa	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/properties.rs	poisson_ratio	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/properties.rs	poisson_ratio	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/properties.rs	shear_modulus	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/properties.rs	shear_modulus_gpa	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/properties.rs	slack_dimensional_fold_rescaled	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/properties.rs	slack_gamma_correction	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/properties.rs	slack_geometric_factor	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/properties.rs	slack_phase_space_number	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/properties.rs	surface_energy	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/properties.rs	surface_energy_fold	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/properties.rs	surface_energy_j_per_m2	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/properties.rs	theoretical_shear_strength	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/properties.rs	theoretical_shear_strength_gpa	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/properties.rs	thermal_diffusivity	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/properties.rs	thermal_diffusivity_m2_per_s	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/properties.rs	volumetric_thermal_expansion_per_k	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/properties.rs	youngs_modulus	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/properties.rs	youngs_modulus_gpa	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/quench.rs	abs_diff	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/quench.rs	dodson_closure_temperature	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/quench.rs	polymorphs_are_thermally_unresolvable	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/quench.rs	quench_exchange	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/stoner.rs	get	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/stoner.rs	negative_control_gate	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/stoner.rs	nonmagnetic_band	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/stoner.rs	per_spin_per_ev	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/stoner.rs	stoner_class_from_column	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/stoner.rs	stoner_classify	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/stoner.rs	stoner_product	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/surface_composition.rs	derive_surface_composition	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/surface_composition.rs	is_gas_phase	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/surface_composition.rs	ln_ten	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/surface_composition.rs	species_elements	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/thermochemical/disposer.rs	dispose	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/thermochemical/disposer.rs	dispose_ionic	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/thermochemical/disposer.rs	ionic_energy	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/thermochemical/proposer.rs	accessible_states	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/thermochemical/proposer.rs	charge_neutral_primitives	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/thermochemical/proposer.rs	composition	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/thermochemical/proposer.rs	diatomic_if_viable	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/thermochemical/proposer.rs	elements	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/thermochemical/proposer.rs	feed_content	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/thermochemical/proposer.rs	from_pairs	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/thermochemical/proposer.rs	hilbert_basis_charge_neutral	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/thermochemical/proposer.rs	hints	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/thermochemical/proposer.rs	into_sorted_compounds	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/thermochemical/proposer.rs	max_formable_amount	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/thermochemical/proposer.rs	merge	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/thermochemical/proposer.rs	merge_compound	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/thermochemical/proposer.rs	minimal_solutions	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/thermochemical/proposer.rs	mo_sequence	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/thermochemical/proposer.rs	mo_viable_diatomics	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/thermochemical/proposer.rs	net_bonding	grandfathered	predates the derives-coverage gate; unclassified
crates/materials/src/thermochemical/proposer.rs	present_elements	grandfathered	predates the derives-coverage gate; unclassified
